"metabolite","estimate","std_err","wald_p","log_wald_p"
"equamax1",-0.297811813640279,0.183508110583064,0.10461486033643,0.980406620404529
"equamax2",-0.15745691785224,0.182751000720901,0.388911720497382,0.410148968473426
"equamax3",0.0618888473131705,0.183173186768725,0.735460651174468,0.133440558062134
"equamax4",0.05348291585371,0.194682669266571,0.783532576175657,0.105942942578641
"equamax5",0.271620900954831,0.185561190578975,0.143253860461965,0.843893665662574
"equamax6",-0.323024222014693,0.192584105874478,0.0934808882365512,1.02927716968161
"equamax7",-0.113450707038069,0.186538872036747,0.543062779968292,0.265149961538633
"equamax8",-0.131490057915825,0.188684031997253,0.485878128292234,0.313472650177129
"equamax9",-0.216524261028344,0.183527001799814,0.238081711092988,0.62327396484905
"equamax10",0.212167494982586,0.185216050438943,0.251996486765563,0.598605513936573
"equamax11",0.443694749421543,0.202989235269228,0.0288299238424853,1.54015650484842
"equamax12",-0.353615863666104,0.19166118859382,0.065036801864017,1.18684082299454
"equamax13",-0.226930142561355,0.189688423130847,0.231567412623422,0.635322556834019
